date,electricity_kwh,diesel_liter,natural_gas_m3,cement_ton,steel_ton,plastic_kg,production_units,operating_hours,capacity_utilization,co2_emission
2032-09-07,9844,132,246,19.62,3.17,580.34,5734,18,94.7,33663.09
2032-09-08,14741,219,345,8.64,14.27,105.45,5006,8,70.3,46968.51
2032-09-09,18581,97,563,17.85,5.32,220.94,3344,17,48.8,42723.03
2032-09-10,12906,119,682,5.7,9.46,217.45,5924,22,54.7,34851.57
2032-09-11,12852,133,635,19.51,3.17,475.38,2113,17,94.2,36511.07
2032-09-12,18411,67,434,7.22,14.92,422.14,5267,10,70.9,50492.64
2032-09-13,9586,211,483,14.66,4.1,110.48,4056,20,76.6,30114.88
2032-09-14,15461,168,733,14.88,8.71,258.92,4824,21,56.9,44183.78
2032-09-15,11575,240,543,15.88,14.95,251.09,2731,13,76.2,52911.91
2032-09-16,9755,294,518,9.67,12.57,155.08,3541,14,56.4,41379.79
2032-09-17,14716,257,298,9.27,8.04,292.16,3570,22,86.3,36770.26
2032-09-18,14147,59,306,6.36,3.97,168.16,2551,19,48.9,25606.54
2032-09-19,19542,192,314,10.06,14.57,110.97,5316,12,97.9,52618.77
2032-09-20,8345,128,436,8.34,14.52,443.48,5798,8,90.9,42724.17
2032-09-21,19891,187,413,17.18,9.94,130.74,4925,14,47.8,51206.25
2032-09-22,12734,121,425,19.89,10.55,500.07,2813,13,60.4,49665.61
2032-09-23,14643,263,749,14.83,6.05,449.29,2318,14,53.8,39394.24
2032-09-24,10536,206,306,19.29,6.9,310.85,3878,8,54.9,40257.72
2032-09-25,14956,65,519,8.81,14.29,207.64,3672,19,84.3,47575.58
2032-09-26,16793,233,417,10.47,14.79,517.47,2087,18,92.8,52450.57
2032-09-27,10205,75,354,8.36,12.27,328.23,2840,9,56.4,39636.29
2032-09-28,9568,68,340,6.09,10.91,458.01,3028,21,85.6,34925.34
2032-09-29,18201,209,229,12.99,14.9,365.92,2494,15,99.8,55256.88
2032-09-30,8834,167,229,18.05,5.62,327.96,3832,22,89.4,35253.34
2032-10-01,15144,218,443,11.71,10.88,295.24,2530,14,65.9,44615.54
2032-10-02,19173,170,202,5.31,10.56,318.29,2805,23,89.1,41083.68
2032-10-03,10405,85,373,5.18,4.4,561.91,4964,19,69.2,23418.8
2032-10-04,10557,237,619,11.56,5.83,592.13,3746,14,79.7,32753.49
2032-10-05,8420,109,260,19.22,14.36,508.88,4626,23,79.9,52066.72
2032-10-06,17487,94,233,6.36,12.32,381.62,3741,15,59.7,43853.69
2032-10-07,12989,124,508,12.46,14.95,344.89,5694,10,70.4,50889.65
2032-10-08,17431,140,225,14.15,9.96,598.36,3767,19,86.8,47197.31
2032-10-09,11182,213,276,17.42,14.98,394.16,5619,16,70.2,53814.56
2032-10-10,16466,163,421,5.01,9.06,217.62,4265,22,49.2,36038.06
2032-10-11,16302,97,346,10.98,3.34,147.07,4911,21,43.4,30504.02
2032-10-12,14599,110,204,9.91,11.28,130.52,4186,17,89.0,42167.25
2032-10-13,19527,136,795,10.34,7.79,472.98,4278,20,98.1,42352.27
2032-10-14,8450,56,690,8.17,3.32,459.68,5808,12,98.4,22844.47
2032-10-15,8222,62,517,19.33,13.58,227.58,3907,10,53.9,50271.49
2032-10-16,13810,179,504,9.68,4.4,328.45,3747,22,78.4,30141.3
2032-10-17,8737,134,775,8.24,12.05,540.68,2322,12,60.8,39392.99
2032-10-18,13825,241,778,16.06,8.96,122.99,3831,10,85.9,44265.31
2032-10-19,8132,246,546,10.31,9.89,292.28,4260,12,55.3,36077.88
2032-10-20,19000,216,441,11.82,5.36,179.93,3740,13,85.8,37659.07
2032-10-21,13632,220,366,6.73,9.7,304.78,3789,14,42.7,36660.08
2032-10-22,19802,240,432,7.12,7.55,436.4,5044,13,74.8,38692.02
2032-10-23,8910,236,759,13.36,7.4,198.01,4360,23,53.3,35128.84
2032-10-24,18582,252,381,13.55,3.46,498.11,5312,22,96.6,36218.01
2032-10-25,18293,194,555,5.95,13.74,589.97,5307,20,57.7,48066.8
2032-10-26,14303,191,729,10.19,4.03,248.17,3951,21,68.0,30597.45
2032-10-27,15606,92,542,6.34,9.94,424.97,5623,15,50.9,38693.24
2032-10-28,8886,187,660,15.07,4.19,432.04,4923,17,68.4,31155.37
2032-10-29,8260,74,528,8.82,13.7,584.26,2822,23,51.6,42006.27
2032-10-30,8166,112,435,19.8,11.37,475.53,2612,22,40.4,47250.14
2032-10-31,17164,259,255,15.51,11.19,438.13,3301,23,56.7,50346.29
2032-11-01,8084,269,415,6.63,3.28,349.49,2153,13,58.8,20781.7
2032-11-02,14684,277,273,16.42,11.5,264.27,4057,11,55.9,49326.08
2032-11-03,13507,176,431,15.1,8.2,262.11,4492,8,52.2,41319.2
2032-11-04,19697,66,568,11.21,6.9,523.14,4503,10,67.1,41196.44
2032-11-05,16511,269,613,6.38,12.33,325.88,4875,20,74.5,44069.51
2032-11-06,16038,110,696,12.55,6.49,252.6,5659,22,66.9,38330.57
2032-11-07,14806,204,558,19.02,10.33,546.08,4535,12,75.9,50748.03
2032-11-08,14300,226,274,18.6,4.91,444.88,4359,23,84.9,39466.44
2032-11-09,12320,66,696,14.31,13.16,223.3,4522,16,86.9,48715.3
2032-11-10,12461,256,727,6.56,5.14,511.8,5006,14,68.0,28629.72
2032-11-11,19075,123,572,8.09,8.91,218.89,5465,12,88.1,40880.89
2032-11-12,11978,217,317,7.92,7.96,379.13,5812,11,41.8,33331.26
2032-11-13,12911,131,215,10.36,12.3,425.83,5020,14,48.8,43827.71
2032-11-14,13038,51,397,7.79,6.79,118.55,3914,11,99.3,31091.43
2032-11-15,17114,137,597,17.39,4.53,317.81,2204,15,80.6,40089.18
2032-11-16,11371,177,478,5.17,6.76,343.03,5599,16,96.1,28319.97
2032-11-17,11877,244,731,18.02,14.96,489.52,2810,23,44.7,56064.08
2032-11-18,12977,115,783,15.62,5.89,543.35,3804,17,97.2,38421.44
2032-11-19,12946,169,713,14.5,4.36,429.65,5488,8,98.2,34331.87
2032-11-20,19920,106,781,10.3,13.81,493.74,4205,12,64.4,53420.36
2032-11-21,12379,181,241,11.15,11.22,401.22,3427,20,96.3,42255.8
2032-11-22,19237,99,318,14.22,4.0,157.73,4286,19,70.7,36996.8
2032-11-23,19452,102,448,14.95,8.97,432.9,2405,15,92.6,47716.16
2032-11-24,13794,120,793,13.69,6.8,454.59,4446,20,89.4,38795.82
2032-11-25,9399,265,351,9.75,13.55,298.68,2801,16,53.6,42887.81
2032-11-26,16921,50,370,17.71,7.64,367.9,5848,16,60.9,45301.61
2032-11-27,11755,108,305,17.97,6.0,142.23,2920,20,86.3,37793.64
2032-11-28,11576,288,514,16.81,3.54,153.27,5717,20,77.4,33027.18
2032-11-29,10923,275,443,6.25,10.02,234.59,5451,13,57.4,34691.47
2032-11-30,10804,58,524,11.57,5.86,373.77,4489,12,66.0,31889.7
2032-12-01,11534,148,426,5.88,7.81,509.94,2161,19,80.3,31240.87
2032-12-02,18223,251,615,10.26,4.0,522.95,4420,17,85.3,34440.84
2032-12-03,17512,97,506,14.32,8.03,352.09,4274,11,65.2,43773.23
2032-12-04,18587,190,403,18.9,8.15,569.43,5340,16,71.6,49547.98
2032-12-05,8136,165,550,14.03,14.62,527.36,2568,22,86.4,48351.66
2032-12-06,18602,128,333,15.99,4.5,238.49,4026,11,62.8,39272.07
2032-12-07,16187,186,688,15.29,9.87,454.22,3466,10,64.6,47664.86
2032-12-08,10280,237,292,10.15,7.43,272.16,2380,14,84.9,32724.48
2032-12-09,14462,242,499,9.85,8.74,356.13,3586,17,95.8,38858.03
2032-12-10,16119,271,665,7.79,6.55,168.12,2018,17,87.9,34336.83
2032-12-11,17898,208,563,8.25,4.47,359.11,2442,16,60.1,32605.94
2032-12-12,12561,158,598,13.19,3.74,540.45,3114,10,80.4,31762.25
2032-12-13,18413,183,572,7.36,11.41,535.36,5232,12,95.7,45116.39
2032-12-14,18384,80,708,16.84,14.39,288.36,2823,22,45.2,58380.51
2032-12-15,12661,179,713,17.53,9.16,465.53,4895,19,67.9,45579.02
2032-12-16,8302,287,363,5.47,8.2,452.22,4148,21,67.6,28978.03
2032-12-17,14090,268,760,16.28,4.84,297.88,3454,15,89.7,37719.33
2032-12-18,10012,126,350,10.39,4.47,208.42,5967,14,78.5,27076.52
2032-12-19,15623,285,208,14.73,11.53,421.93,3911,19,61.6,48926.66
2032-12-20,11700,159,553,5.18,7.2,145.87,3331,19,77.7,29005.33
2032-12-21,8899,104,723,5.73,10.84,454.46,2715,10,60.2,34707.91
2032-12-22,18971,104,739,17.61,7.74,549.61,5185,14,63.6,48360.79
2032-12-23,8435,159,283,6.79,10.84,400.73,2176,22,59.2,34443.25
2032-12-24,19422,238,385,16.72,8.4,366.0,5064,23,59.4,48284.23
2032-12-25,13083,204,499,16.51,8.8,572.23,4483,13,88.0,44271.19
2032-12-26,9921,158,539,12.86,4.66,572.78,4503,19,43.2,30921.51
2032-12-27,16630,291,527,16.11,12.34,515.59,4094,22,80.9,53314.37
2032-12-28,10822,166,263,15.65,8.52,264.11,4076,18,65.6,39835.6
2032-12-29,11657,273,246,17.73,3.25,133.12,5729,17,84.3,32796.26
2032-12-30,9830,156,399,18.77,5.62,562.84,4569,15,71.8,37588.26
2032-12-31,15273,90,410,14.57,8.72,567.28,4329,13,83.6,43743.4
2033-01-01,10456,163,472,18.55,8.89,439.44,4609,18,55.5,43648.93
2033-01-02,15591,97,576,6.97,5.74,160.03,5511,12,87.9,31104.22
2033-01-03,18512,222,330,9.91,14.06,195.02,5410,12,73.9,51037.53
2033-01-04,16324,201,225,7.08,3.95,394.43,5345,13,69.9,28744.71
2033-01-05,17008,227,307,9.81,8.5,460.64,4782,16,87.6,40330.98
2033-01-06,17547,155,488,12.56,14.61,430.81,3149,16,50.7,54346.16
2033-01-07,15492,233,481,17.71,13.94,171.08,5448,14,76.3,55622.23
2033-01-08,18902,270,268,8.78,3.27,167.9,5699,9,98.7,30834.09
2033-01-09,10153,123,771,12.1,8.54,542.06,2658,15,73.6,37697.5
2033-01-10,8459,238,725,19.31,10.23,550.93,2997,17,73.6,46030.1
2033-01-11,14384,217,366,13.88,9.49,224.74,3296,22,98.0,43117.93
2033-01-12,15542,127,202,7.56,9.73,393.39,4163,14,84.5,38724.15
2033-01-13,13785,296,275,8.85,9.85,521.93,5289,11,69.1,39508.48
2033-01-14,14510,107,789,10.74,3.13,265.51,2051,18,53.5,29614.93
2033-01-15,11330,117,537,19.82,4.84,338.03,5696,10,43.3,37974.79
2033-01-16,9701,88,519,7.4,14.15,441.62,4247,13,73.3,42368.07
2033-01-17,13491,186,363,12.35,9.52,239.97,2363,12,50.1,41030.83
2033-01-18,17344,276,398,14.46,8.02,298.14,5297,9,84.4,43812.75
2033-01-19,13407,115,352,19.34,7.95,510.31,4549,17,70.7,44914.39
2033-01-20,16186,270,634,13.53,11.73,487.43,2666,14,51.9,49600.34
2033-01-21,14875,141,436,9.74,9.95,282.39,3146,20,66.3,40740.5
2033-01-22,17016,52,205,7.74,8.85,272.43,3093,8,99.8,38043.78
2033-01-23,18552,104,306,17.64,5.2,523.99,5204,14,56.0,42578.17
2033-01-24,13156,68,234,5.31,10.34,110.92,4944,14,51.0,35067.31
2033-01-25,19007,260,700,6.21,12.2,392.46,3338,22,90.9,46048.16
2033-01-26,18606,70,515,19.88,10.76,155.6,2907,8,98.0,54051.87
2033-01-27,18319,66,337,19.23,14.62,567.56,4121,17,87.4,60857.79
2033-01-28,11174,143,587,11.02,7.96,345.64,2615,9,67.1,35720.47
2033-01-29,19405,90,369,12.17,13.78,100.97,3155,19,77.1,52842.87
2033-01-30,15075,156,468,14.68,4.76,270.96,3615,15,94.7,36073.96
2033-01-31,15834,84,458,17.81,14.5,344.94,5438,18,64.9,57044.43
2033-02-01,18368,205,514,11.94,5.24,520.29,4950,16,54.2,37989.92
2033-02-02,16921,246,596,8.01,13.8,348.4,3530,17,65.0,48501.56
2033-02-03,8715,111,532,17.26,8.7,468.85,5087,16,95.6,40791.14
2033-02-04,10140,186,232,17.68,13.26,388.59,5830,14,64.4,49944.63
2033-02-05,18959,105,668,5.84,14.37,101.89,5227,17,83.7,48446.4
2033-02-06,8321,228,773,18.39,7.62,445.95,5261,17,72.4,40197.02
2033-02-07,11811,180,479,8.06,5.41,132.62,5767,16,62.8,28332.08
2033-02-08,16651,296,463,18.04,8.47,331.48,3363,14,59.2,47540.6
2033-02-09,13996,95,777,9.65,3.95,322.52,2405,14,58.2,29782.65
2033-02-10,8637,239,378,18.93,6.44,239.42,4370,12,61.4,37574.13
2033-02-11,18638,130,499,15.98,8.27,139.87,4352,18,43.1,46147.89
2033-02-12,16524,69,632,9.5,12.85,126.59,5662,14,72.2,46895.47
2033-02-13,8027,165,285,6.01,5.46,587.15,3028,21,73.7,24206.62
2033-02-14,18748,151,201,10.54,8.99,205.73,2323,10,70.5,42278.25
2033-02-15,12599,65,217,15.69,7.55,420.99,4674,22,71.5,39648.87
2033-02-16,15044,277,215,14.82,13.89,596.63,2793,8,95.7,53219.18
2033-02-17,9585,192,763,8.48,14.01,154.51,4067,10,54.1,42981.59
2033-02-18,16302,280,288,16.92,5.34,591.04,2821,16,97.0,40875.83
2033-02-19,16595,212,450,11.51,9.88,583.76,2867,10,67.0,44554.31
2033-02-20,19894,231,455,5.69,10.92,487.55,3561,14,56.4,43697.81
2033-02-21,12457,234,229,10.6,14.85,526.78,2746,19,94.8,48772.29
2033-02-22,12085,279,414,11.16,6.81,390.96,3631,15,57.1,34629.48
2033-02-23,12107,171,746,19.06,13.97,226.88,2741,8,78.6,54615.7
2033-02-24,18168,121,445,17.91,14.06,106.34,5571,23,55.4,57714.42
2033-02-25,13485,256,296,20.0,9.15,375.73,2811,23,48.9,47623.42
2033-02-26,19445,133,365,13.19,6.55,344.55,3897,16,51.1,41473.3
2033-02-27,19432,57,797,18.04,4.74,347.73,2541,12,77.5,43218.85
2033-02-28,9884,234,262,8.21,5.22,117.02,4622,23,68.5,26219.2
2033-03-01,9255,159,328,7.92,5.77,545.59,5686,8,92.8,27451.24
2033-03-02,13237,135,693,6.08,7.19,439.9,2779,16,97.9,32003.96
2033-03-03,13348,116,307,5.73,10.52,566.52,2266,20,97.0,37306.18
2033-03-04,8246,155,794,17.51,12.96,573.01,3371,8,91.8,49142.24
2033-03-05,10612,156,232,11.68,14.86,435.05,3987,16,47.1,47848.29
2033-03-06,17041,264,329,18.41,5.18,329.37,4975,10,70.8,41918.21
2033-03-07,13919,154,736,10.66,12.51,364.04,4595,14,41.8,46181.61
2033-03-08,15659,266,376,15.61,4.46,389.6,3756,23,88.0,37211.56
2033-03-09,8921,252,630,12.4,12.39,447.34,2577,19,70.6,43662.98
2033-03-10,13029,221,636,14.66,4.86,414.83,4093,11,73.5,35389.32
2033-03-11,13132,174,371,16.27,12.13,461.32,2932,19,63.7,49510.53
2033-03-12,12073,67,406,12.47,7.06,412.73,5744,9,43.7,35789.64
2033-03-13,14943,155,733,12.68,9.72,169.11,4617,10,68.3,43335.76
2033-03-14,11013,238,774,14.95,14.55,320.76,3764,22,43.6,51506.79
2033-03-15,14700,192,472,19.9,8.86,375.2,3371,21,98.1,48198.86
2033-03-16,18281,252,293,9.78,9.11,161.21,2498,10,58.5,41722.48
2033-03-17,8484,202,582,13.5,7.77,137.02,3244,22,64.5,35009.0
2033-03-18,18966,56,315,10.69,12.39,479.48,5202,22,97.2,49409.0
2033-03-19,18236,102,632,17.32,9.1,238.86,4310,10,53.4,48964.82
2033-03-20,8567,273,388,5.95,13.66,565.5,3417,14,90.4,39749.97
2033-03-21,9050,176,334,8.29,3.96,454.33,3284,14,74.3,24186.05
2033-03-22,14615,228,649,13.57,13.97,114.68,2357,15,63.4,51391.04
2033-03-23,14981,264,737,9.59,4.07,216.15,2882,18,84.5,30804.19
2033-03-24,9932,217,230,15.4,9.68,308.88,4075,17,84.1,41143.58
2033-03-25,14546,220,642,15.29,5.86,517.97,2018,11,89.3,39270.91
2033-03-26,8464,228,390,7.36,9.4,182.39,4746,14,64.5,32208.32
2033-03-27,14844,99,508,17.33,6.91,321.99,2841,22,77.5,42210.68
2033-03-28,14343,165,707,13.92,6.99,462.85,5688,12,48.7,39756.92
2033-03-29,8930,191,471,13.96,11.82,269.73,2651,16,84.0,43172.92
2033-03-30,17846,254,457,5.56,12.22,292.72,2254,15,51.1,43818.52
2033-03-31,14610,84,493,16.62,11.03,480.01,5948,22,65.9,49123.13
2033-04-01,10734,112,242,5.7,6.53,393.44,2563,10,81.1,27386.66
2033-04-02,8047,282,418,15.64,14.66,180.94,5415,11,51.7,48960.5
2033-04-03,16759,148,220,17.17,12.98,264.86,2081,21,48.3,53981.94
2033-04-04,16750,145,793,19.21,12.89,586.11,2552,18,80.4,57537.92
2033-04-05,11586,260,712,14.66,5.14,495.57,2955,14,48.1,35134.34
2033-04-06,12355,74,399,10.59,8.46,449.36,3131,10,63.1,36947.18
2033-04-07,8090,93,655,7.94,7.75,198.71,3721,14,66.9,29686.63
2033-04-08,18342,293,682,18.04,4.95,541.94,4161,15,47.5,43506.3
2033-04-09,17560,70,586,12.21,9.68,520.67,2472,9,99.4,45387.79
2033-04-10,10440,172,715,18.39,12.05,565.38,5148,14,80.5,49970.19
2033-04-11,10866,218,235,5.92,6.73,168.29,2482,15,71.1,27726.96
2033-04-12,10714,290,495,5.11,9.02,180.61,5051,17,52.2,31677.96
2033-04-13,17992,167,307,5.36,8.99,352.81,4597,8,54.4,37605.98
2033-04-14,19815,272,598,12.8,7.17,226.84,4890,8,46.0,43012.98
2033-04-15,8058,144,737,6.0,7.56,527.55,5782,9,58.5,28669.23
2033-04-16,15623,270,590,9.23,6.3,498.9,2224,14,60.9,35457.54
2033-04-17,9247,294,693,16.75,11.37,553.75,2368,18,87.3,46507.2
2033-04-18,13351,131,696,11.69,8.13,412.94,3388,13,87.1,38765.56
2033-04-19,8053,167,560,8.59,8.21,205.1,5830,16,89.1,31083.58
2033-04-20,10467,107,731,15.14,5.58,594.79,3639,9,57.3,35364.79
2033-04-21,11145,62,214,17.36,3.78,321.75,4391,10,52.8,32931.72
2033-04-22,10252,101,256,7.02,3.16,319.23,2063,19,76.6,21929.7
2033-04-23,16069,145,662,7.85,7.46,529.77,5797,21,43.6,36581.54
2033-04-24,13508,148,633,16.16,13.51,159.43,5071,9,79.3,51878.67
2033-04-25,12587,179,259,18.78,14.76,315.52,3494,15,72.2,55490.73
2033-04-26,18030,50,549,5.26,9.99,540.39,2475,11,51.0,39997.62
2033-04-27,19211,201,232,8.43,5.44,309.91,4503,9,83.2,34817.78
2033-04-28,18117,73,423,19.31,4.36,203.86,4056,15,97.4,41561.88
2033-04-29,15102,294,572,11.32,3.6,427.45,3913,16,43.5,31876.77
2033-04-30,16965,122,569,7.85,14.96,241.15,3061,8,81.5,49881.64
2033-05-01,11274,251,299,11.58,6.25,180.27,4468,10,70.5,32516.99
2033-05-02,19764,133,412,8.15,6.54,524.03,3042,15,57.2,37721.1
2033-05-03,16199,202,749,14.77,11.79,143.98,4633,15,48.2,50038.04
2033-05-04,15146,69,408,5.11,3.94,460.66,3529,11,87.1,26200.91
2033-05-05,17310,283,457,8.88,11.98,181.98,2220,16,47.9,45738.26
2033-05-06,9971,136,792,13.86,13.73,158.13,3573,10,65.7,47577.79
2033-05-07,19718,231,394,18.37,12.33,426.43,4188,18,62.7,57244.4
2033-05-08,18008,86,435,8.96,5.88,406.9,2663,20,42.8,35460.79
2033-05-09,12605,152,290,9.81,9.71,239.6,5851,13,67.3,38139.82
2033-05-10,10733,276,465,8.73,8.58,582.86,5349,22,53.4,35076.91
2033-05-11,13191,167,779,10.87,12.86,198.65,3746,13,86.9,46103.69
2033-05-12,12138,297,396,7.39,10.61,315.08,2748,13,72.4,37938.23
2033-05-13,13585,203,369,9.12,9.39,133.25,4690,19,47.6,37746.93
2033-05-14,8650,283,438,15.95,11.63,145.27,4680,13,68.2,44230.04
2033-05-15,10529,228,722,9.47,14.95,313.92,2018,23,59.7,46757.46
2033-05-16,14603,218,781,15.88,5.75,177.95,5298,18,69.6,39039.7
2033-05-17,9729,277,209,13.47,12.66,219.39,2685,12,97.2,44472.18
2033-05-18,18621,265,226,6.36,12.32,194.67,3631,18,66.5,44703.6
2033-05-19,11832,266,416,12.03,10.62,566.47,2095,18,91.4,42475.51
2033-05-20,17457,280,439,10.21,10.67,322.94,5848,15,62.7,45008.62
2033-05-21,8760,108,728,19.64,4.06,506.96,5113,8,47.1,35062.1
2033-05-22,11241,249,537,19.44,8.19,432.69,3530,17,43.3,44124.56
2033-05-23,15063,100,348,7.24,14.78,468.45,2579,18,76.7,47531.42
2033-05-24,14219,135,426,14.29,11.74,449.7,4075,16,41.2,47894.8
2033-05-25,18863,171,544,9.5,3.82,560.02,4917,17,51.4,33730.81
2033-05-26,14011,182,487,9.53,13.33,344.45,4650,21,80.1,46277.08
2033-05-27,8411,239,523,5.41,5.4,299.89,3853,11,51.6,23780.39
2033-05-28,19697,112,652,7.9,6.32,572.13,5806,22,72.8,37566.78
2033-05-29,8006,206,405,11.16,5.8,293.32,3975,13,71.7,29021.25
2033-05-30,15737,89,440,15.75,9.94,580.92,4153,23,94.1,47461.79
2033-05-31,16523,193,241,14.82,4.02,575.11,4431,8,73.8,36454.75
2033-06-01,9311,285,232,10.68,3.35,466.68,4313,14,72.5,25540.71
2033-06-02,12268,297,612,7.89,8.27,112.24,4052,18,96.4,34182.67
2033-06-03,8919,188,338,7.45,6.02,283.77,2792,23,75.1,26647.66
2033-06-04,13543,293,290,11.76,8.72,123.62,3360,8,85.8,38920.79
2033-06-05,14098,174,263,16.96,4.95,409.56,2622,21,58.3,37654.02
2033-06-06,11012,103,579,13.75,8.81,266.84,3693,14,73.6,39261.58
2033-06-07,10335,161,290,9.75,10.01,236.12,3733,23,57.0,36787.24
2033-06-08,10522,139,511,10.74,7.2,423.09,2905,10,45.6,33598.36
2033-06-09,15300,294,371,16.25,9.84,397.5,3344,9,40.1,47263.7
2033-06-10,11801,195,542,15.06,5.89,257.63,5844,20,86.5,35956.95
2033-06-11,10542,148,413,19.09,3.43,589.53,2947,11,85.2,34600.61
2033-06-12,15834,215,540,6.63,3.61,544.63,2676,22,87.9,28325.45
2033-06-13,18650,262,759,15.13,9.92,186.37,4691,18,87.9,49271.96
2033-06-14,8474,281,241,19.68,11.61,225.24,5657,15,72.0,47220.49
2033-06-15,17836,184,542,17.48,5.54,420.11,4434,21,44.1,42827.41
2033-06-16,17556,132,430,17.61,7.56,122.42,3224,16,95.8,45276.1
2033-06-17,10903,187,795,15.86,14.05,262.92,5729,9,65.8,51100.83
2033-06-18,12674,184,229,16.31,12.35,421.33,2337,22,98.9,49219.98
2033-06-19,13556,183,238,15.83,13.57,384.26,5580,22,53.1,51617.96
2033-06-20,8871,58,456,11.59,4.76,550.83,5403,17,44.3,28646.47
2033-06-21,11882,201,686,11.32,10.03,486.58,5086,23,88.2,40973.11
2033-06-22,12302,138,415,9.49,12.68,366.98,2374,23,56.6,43470.8
2033-06-23,13136,226,458,6.73,4.29,126.24,4281,15,99.7,26264.85
2033-06-24,11111,171,649,14.08,5.93,194.75,5432,9,83.5,34571.37
2033-06-25,11679,50,627,11.71,4.9,365.93,2640,10,45.8,31167.23
2033-06-26,13162,232,764,5.7,7.83,228.83,3930,15,47.5,32570.88
2033-06-27,17181,262,577,17.05,8.27,173.54,4215,17,67.0,46462.42
2033-06-28,19857,197,336,11.18,11.82,375.61,5523,11,75.2,49654.68
2033-06-29,9019,65,630,15.11,11.55,414.42,5334,17,71.8,44163.86
2033-06-30,9144,256,717,17.14,11.43,205.17,4484,12,74.0,45957.83
2033-07-01,17161,292,373,7.63,13.85,320.44,4117,20,88.8,48053.23
2033-07-02,11114,167,214,18.73,5.77,228.49,3555,9,91.6,37722.09
2033-07-03,19644,194,319,17.96,6.1,585.32,4361,14,40.4,45765.05
2033-07-04,15623,267,739,16.51,5.67,584.57,5430,21,81.6,41367.76
2033-07-05,12802,218,286,15.02,13.37,578.24,2455,19,45.8,50576.88
2033-07-06,16867,283,775,19.49,14.75,277.29,4215,19,97.4,60745.95
2033-07-07,9794,240,681,16.3,6.25,414.92,4823,10,77.7,36845.5
2033-07-08,14580,271,612,19.21,11.2,205.68,2151,13,48.8,51700.68
2033-07-09,13437,277,762,17.89,7.59,455.14,2617,19,55.5,44005.35
2033-07-10,14115,280,534,10.33,4.97,336.73,3743,12,77.4,32324.11
2033-07-11,15644,73,488,9.4,12.54,301.09,4682,14,96.1,45716.83
2033-07-12,10419,281,363,9.01,4.83,484.2,5479,18,50.6,27903.63
2033-07-13,15056,174,785,18.11,6.71,450.35,4468,19,52.2,43731.4
2033-07-14,18046,150,292,19.75,5.68,133.22,5698,17,63.9,44027.29
2033-07-15,8373,67,293,18.49,6.96,524.99,5092,12,42.5,38068.61
2033-07-16,14897,268,740,5.94,7.62,283.15,4187,14,73.6,34009.47
2033-07-17,16564,112,763,5.54,11.55,512.12,5678,15,65.4,42350.3
2033-07-18,8998,97,547,16.0,9.02,472.98,2559,23,47.7,40465.76
2033-07-19,13620,202,788,9.97,7.45,330.99,2702,20,42.0,36347.47
2033-07-20,17466,275,614,11.47,5.55,246.77,3320,9,54.1,37043.87
2033-07-21,13209,268,354,13.22,13.28,357.26,4665,10,55.3,48821.39
2033-07-22,13713,65,248,10.16,13.96,177.21,4578,10,68.9,46588.54
2033-07-23,9954,291,740,19.95,11.77,257.26,5268,17,58.5,50034.49
2033-07-24,9296,295,234,12.47,5.22,333.28,3657,23,92.4,30204.39
2033-07-25,14634,66,726,13.45,14.65,272.52,3888,13,92.9,52691.25
2033-07-26,8010,298,503,17.14,4.65,255.44,4389,20,93.1,32648.99
2033-07-27,19865,298,239,11.33,4.16,160.28,5839,21,98.7,35523.98
2033-07-28,17014,63,660,16.54,4.91,450.59,3195,13,66.6,40194.73
2033-07-29,12469,191,223,19.04,4.35,165.41,2830,17,90.5,36472.0
2033-07-30,18868,107,469,15.19,14.79,366.2,5727,15,66.7,57826.91
2033-07-31,17304,288,237,19.36,12.56,321.05,5911,9,76.4,56142.88
2033-08-01,17582,116,317,9.25,4.31,442.1,5265,16,80.1,32471.51
2033-08-02,12996,94,625,19.35,8.59,578.12,2997,13,86.1,46383.5
2033-08-03,8243,81,566,15.96,11.69,415.75,3605,8,66.9,44465.14
2033-08-04,18998,167,230,7.97,5.94,552.47,3903,13,40.6,35639.44
2033-08-05,14766,86,607,11.87,3.81,584.41,4596,10,76.7,32464.44
2033-08-06,10702,163,437,15.25,13.21,579.62,2334,14,71.9,48942.13
2033-08-07,19403,259,653,6.88,13.05,156.94,5493,19,71.3,47834.04
2033-08-08,13700,241,331,14.57,4.96,241.93,2134,22,67.6,35068.48
2033-08-09,18333,165,440,11.95,6.6,218.15,2619,14,84.9,39435.17
2033-08-10,15753,228,279,7.64,11.67,453.86,5232,18,49.5,42997.69
2033-08-11,14264,264,714,9.62,9.53,410.55,2388,20,64.4,40495.71
2033-08-12,8789,290,670,7.74,11.24,276.28,3042,12,57.9,37032.17
2033-08-13,17671,115,632,7.26,3.53,449.13,4105,17,67.6,29975.46
2033-08-14,15825,238,492,16.55,9.84,421.11,2104,12,42.4,48122.19
2033-08-15,8989,277,328,11.99,5.68,517.27,2234,12,88.9,30940.65
2033-08-16,19613,246,785,9.09,13.8,144.39,5196,13,91.8,51528.88
2033-08-17,18793,107,721,16.14,9.98,343.36,5750,18,61.1,50370.54
2033-08-18,19279,82,688,13.77,6.34,333.3,4511,18,93.1,41955.9
2033-08-19,8120,162,515,13.98,6.28,337.73,4671,11,61.2,32734.86
2033-08-20,18200,184,536,9.53,10.93,259.6,4841,21,43.1,45264.62
